"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 10 10:49:31 GMT 2023","Wed May 10 10:49:33 GMT 2023","2665","demo","","","","","send rand ",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","sdasd",""
"skipped","Wed May 10 10:49:33 GMT 2023","Wed May 10 10:49:33 GMT 2023","0","To restart the service and check the block synchronization status","","","","","restart relay and verifier service",""
"broken","Wed May 10 10:49:30 GMT 2023","Wed May 10 10:49:31 GMT 2023","792","demo","","","","","send normal ",""
"passed","Wed May 10 10:49:28 GMT 2023","Wed May 10 10:49:29 GMT 2023","874","demo","","","","","dd",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","info",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","1","demo","","","","","dasd",""
"broken","Wed May 10 10:49:18 GMT 2023","Wed May 10 10:49:28 GMT 2023","10037","config chainid is error","","","","","id is not exist on chain, expect Error: forcerelay error: no lightclient cell deployed on ckb",""
"broken","Wed May 10 13:36:13 GMT 2023","Wed May 10 13:36:13 GMT 2023","1","Full Process","","","","","""before all"" hook in ""Full Process""",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","1","demo","","","","","sadas",""
"passed","Wed May 10 10:49:30 GMT 2023","Wed May 10 10:49:30 GMT 2023","41","demo","","","","","get account address",""
"passed","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","667","demo","","","","","query tx",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","dasda",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","sad",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","decode ",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","decode witnessArgs",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","sadad",""
"skipped","Wed May 10 10:49:33 GMT 2023","Wed May 10 10:49:33 GMT 2023","0","demo","","","","","cp data",""
"skipped","Wed May 10 10:49:29 GMT 2023","Wed May 10 10:49:29 GMT 2023","0","demo","","","","","transfer ver 2 empty",""
