"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 06 11:19:42 GMT 2023","Sat May 06 11:19:42 GMT 2023","1","Full Process","","","","","""before all"" hook in ""Full Process""",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","1","demo","","","","","info",""
"skipped","Sat May 06 08:33:02 GMT 2023","Sat May 06 08:33:02 GMT 2023","0","To restart the service and check the block synchronization status","","","","","restart relay and verifier service",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","transfer ver 2 empty",""
"passed","Sat May 06 08:32:59 GMT 2023","Sat May 06 08:32:59 GMT 2023","15","demo","","","","","get account address",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","dasd",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","sdasd",""
"passed","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:59 GMT 2023","718","demo","","","","","query tx",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","decode witnessArgs",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","sad",""
"passed","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","590","demo","","","","","dd",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","1","demo","","","","","decode ",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","sadas",""
"broken","Sat May 06 08:32:59 GMT 2023","Sat May 06 08:33:00 GMT 2023","519","demo","","","","","send normal ",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","1","demo","","","","","dasda",""
"skipped","Sat May 06 08:33:02 GMT 2023","Sat May 06 08:33:02 GMT 2023","0","demo","","","","","cp data",""
"skipped","Sat May 06 08:32:58 GMT 2023","Sat May 06 08:32:58 GMT 2023","0","demo","","","","","sadad",""
"passed","Sat May 06 08:32:56 GMT 2023","Sat May 06 08:32:58 GMT 2023","2053","config chainid is error","","","","","id is not exist on chain, expect Error: forcerelay error: no lightclient cell deployed on ckb",""
"broken","Sat May 06 08:33:00 GMT 2023","Sat May 06 08:33:02 GMT 2023","2588","demo","","","","","send rand ",""
