"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","1","demo","","","","","info",""
"broken","Wed May 10 11:15:35 GMT 2023","Wed May 10 11:15:45 GMT 2023","10030","config chainid is error","","","","","id is not exist on chain, expect Error: forcerelay error: no lightclient cell deployed on ckb",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","1","demo","","","","","sadad",""
"passed","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","22","demo","","","","","get account address",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","dasd",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","decode witnessArgs",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","sdasd",""
"broken","Wed May 10 14:02:29 GMT 2023","Wed May 10 14:02:29 GMT 2023","1","Full Process","","","","","""before all"" hook in ""Full Process""",""
"passed","Wed May 10 11:15:45 GMT 2023","Wed May 10 11:15:46 GMT 2023","912","demo","","","","","dd",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","dasda",""
"passed","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","653","demo","","","","","query tx",""
"skipped","Wed May 10 11:15:49 GMT 2023","Wed May 10 11:15:49 GMT 2023","0","To restart the service and check the block synchronization status","","","","","restart relay and verifier service",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","sad",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","1","demo","","","","","transfer ver 2 empty",""
"broken","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:47 GMT 2023","764","demo","","","","","send normal ",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","decode ",""
"broken","Wed May 10 11:15:47 GMT 2023","Wed May 10 11:15:49 GMT 2023","1928","demo","","","","","send rand ",""
"skipped","Wed May 10 11:15:46 GMT 2023","Wed May 10 11:15:46 GMT 2023","0","demo","","","","","sadas",""
"skipped","Wed May 10 11:15:49 GMT 2023","Wed May 10 11:15:49 GMT 2023","0","demo","","","","","cp data",""
